x,fit,Maximizacion,Minimizacion,Factibilidad,a1,a2,epsilonConstraint
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,2,3000
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,2,3000
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
"[0, 0, 25, 4, 30]",2124,2124,2234,True,2,2,3000
