x,fit,Maximizacion,Minimizacion,Factibilidad,a1,a2,epsilonConstraint
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
"[15, 0, 25, 4, 30]",3174,3174,4784,True,0.5,1,5000
